TRT	STY	SYM	MKT	PRC	SIZ	TCK	LQI
2018-11-23 12:44:12.969	SHARE	RCHI	XRS1	0.170000	65000	16869655	1
2018-11-23 12:44:57.632	SHARE	RCHI	XRS1	0.170000	40000	16869656	1
2018-11-23 12:46:40.059	STR-PRD	BKDOWTL59	RGSP	3.440000	500	16869657	1
2018-11-23 12:47:22.863	STR-PRD	EBWTITL41	RGSP	15.200000	1	16869658	1
2018-11-23 12:47:38.111	SHARE	SNG	REGS	35.300000	100	16869659	1
2018-11-23 12:47:41.598	SHARE	SNG	REGS	35.200000	1600	16869660	2
2018-11-23 12:47:41.599	SHARE	SNG	REGS	35.200000	63	16869661	2
2018-11-23 12:47:41.6	SHARE	SNG	REGS	35.200000	337	16869662	2
2018-11-23 12:47:45.075	SHARE	ELGS	REGS	1.200000	7675	16869663	2
2018-11-23 12:49:47.464	STR-PRD	EBDOWTL6	RGSP	52.700000	10	16869664	1
2018-11-23 12:50:33.012	STR-PRD	EBDAXTL52	RGSP	17.800000	50	16869665	2
2018-11-23 12:50:35.988	STR-PRD	BKDOWTL57	RGSP	5.930000	100	16869666	2
2018-11-23 12:50:37.777	STR-PRD	EBTLVTL9	RGSP	5.760000	10	16869667	1
2018-11-23 12:50:48.83	STR-PRD	BKDOWTL57	RGSP	5.930000	45	16869668	2
2018-11-23 12:51:30.671	STR-PRD	BKDOWTS56	RGSP	13.200000	9000	16869669	1
2018-11-23 12:51:30.691	STR-PRD	BKDOWTL57	RGSP	5.900000	30	16869670	2
2018-11-23 12:51:39.899	SHARE	RRC	REGS	0.050000	500	16869671	1
2018-11-23 12:51:55.406	SHARE	EPT	REGS	0.010500	18000	16869672	1
2018-11-23 12:52:04.277	SHARE	UZC	XRS1	2.280000	100	16869673	1
2018-11-23 12:52:15.756	SHARE	SIF4	REGS	0.598000	12000	16869674	1
2018-11-23 12:52:35.005	STR-PRD	EBDAXTL52	RGSP	17.500000	50	16869675	1
2018-11-23 12:53:08.15	STR-PRD	BKDOWTS56	RGSP	13.240000	50	16869676	1
2018-11-23 12:53:26.403	SHARE	TLV	REGS	2.320000	49370	16869677	2
2018-11-23 12:53:26.405	SHARE	TLV	REGS	2.320000	108	16869678	2
2018-11-23 12:53:26.406	SHARE	TLV	REGS	2.320000	130	16869679	2
2018-11-23 12:53:26.408	SHARE	TLV	REGS	2.320000	338	16869680	2
2018-11-23 12:53:26.409	SHARE	TLV	REGS	2.320000	200	16869681	2
2018-11-23 12:53:26.41	SHARE	TLV	REGS	2.320000	200	16869682	2
2018-11-23 12:53:26.411	SHARE	TLV	REGS	2.320000	500	16869683	2
2018-11-23 12:53:26.412	SHARE	TLV	REGS	2.320000	1000	16869684	2
2018-11-23 12:53:26.414	SHARE	TLV	REGS	2.320000	300	16869685	2
2018-11-23 12:53:26.415	SHARE	TLV	REGS	2.320000	200	16869686	2
2018-11-23 12:53:26.416	SHARE	TLV	REGS	2.320000	100	16869687	2
2018-11-23 12:53:26.417	SHARE	TLV	REGS	2.320000	133	16869688	2
2018-11-23 12:53:26.418	SHARE	TLV	REGS	2.320000	25000	16869689	2
2018-11-23 12:53:26.419	SHARE	TLV	REGS	2.320000	1000	16869690	2
2018-11-23 12:53:26.421	SHARE	TLV	REGS	2.320000	2212	16869691	2
2018-11-23 12:53:26.422	SHARE	TLV	REGS	2.320000	1000	16869692	2
2018-11-23 12:53:26.423	SHARE	TLV	REGS	2.320000	300	16869693	2
2018-11-23 12:53:26.424	SHARE	TLV	REGS	2.320000	17200	16869694	2
2018-11-23 12:53:26.425	SHARE	TLV	REGS	2.320000	500	16869695	2
2018-11-23 12:53:26.426	SHARE	TLV	REGS	2.320000	250	16869696	2
2018-11-23 12:53:52.341	SHARE	RRC	REGS	0.048800	17126	16869697	2
2018-11-23 12:53:52.342	SHARE	RRC	REGS	0.048800	500	16869698	2
2018-11-23 12:53:52.344	SHARE	RRC	REGS	0.048800	12374	16869699	2
2018-11-23 12:54:13.175	SHARE	SIF1	REGS	2.260000	6	16869700	2
2018-11-23 12:54:24.474	SHARE	SIF2	REGS	1.270000	10	16869701	2
2018-11-23 12:55:25.277	SHARE	SIF3	REGS	0.199800	2032	16869702	2
2018-11-23 12:55:29.223	SHARE	TLV	REGS	2.320000	200	16869703	1
2018-11-23 12:55:40.309	SHARE	SIF4	REGS	0.596000	38	16869704	2
2018-11-23 12:55:54.122	SHARE	SIF5	REGS	2.065000	10	16869705	2
2018-11-23 12:56:25.44	SHARE	CEON	REGS	0.339000	50	16869706	1
2018-11-23 12:56:36.588	STR-PRD	EBDAXTL52	RGSP	17.400000	50	16869707	1
2018-11-23 12:56:44.365	SHARE	TLV	REGS	2.320000	1560	16869708	1
2018-11-23 12:56:52.92	SHARE	TLV	REGS	2.320000	1	16869709	1
2018-11-23 12:57:40.586	SHARE	TLV	REGS	2.330000	5	16869710	1
2018-11-23 12:58:20.661	STR-PRD	EBDAXTL52	RGSP	17.300000	50	16869711	1
2018-11-23 12:59:23.145	SHARE	TRP	REGS	0.350000	3492	16869712	1
2018-11-23 12:59:23.147	SHARE	TRP	REGS	0.350000	6508	16869713	1
2018-11-23 12:59:23.837	SHARE	SNN	REGS	9.020000	139	16869714	1
2018-11-23 12:59:55.874	SHARE	BVB	REGS	22.600000	140	16869715	2
2018-11-23 13:00:03.22	STR-PRD	EBWTI1	RGSP	12.660000	30	16869716	1
2018-11-23 13:00:53.335	SHARE	TRP	REGS	0.350000	20000	16869717	1
2018-11-23 13:01:00.819	SHARE	ATB	REGS	0.484000	1000	16869718	1
2018-11-23 13:01:00.821	SHARE	ATB	REGS	0.484000	2000	16869719	1
2018-11-23 13:01:09.269	SHARE	TLV	REGS	2.320000	130	16869720	2
2018-11-23 13:02:01.585	SHARE	SIF1	REGS	2.260000	144	16869721	2
2018-11-23 13:02:19.239	SHARE	SIF2	REGS	1.270000	52	16869722	2
2018-11-23 13:03:00.945	SHARE	SIF1	REGS	2.260000	1962	16869723	1
2018-11-23 13:03:24.304	SHARE	TGN	REGS	353.000000	1	16869724	1
2018-11-23 13:03:36.28	SHARE	SIF5	REGS	2.065000	54	16869725	2
2018-11-23 13:04:16.287	SHARE	SNN	REGS	9.000000	771	16869726	2
2018-11-23 13:04:16.289	SHARE	SNN	REGS	9.000000	3300	16869727	2
2018-11-23 13:04:16.29	SHARE	SNN	REGS	9.000000	100	16869728	2
2018-11-23 13:04:16.292	SHARE	SNN	REGS	9.000000	10	16869729	2
2018-11-23 13:04:16.293	SHARE	SNN	REGS	9.000000	4521	16869730	2
2018-11-23 13:04:16.294	SHARE	SNN	REGS	9.000000	4000	16869731	2
2018-11-23 13:04:23.426	SHARE	SNN	REGS	8.990000	100	16869732	2
2018-11-23 13:04:23.429	SHARE	SNN	REGS	8.980000	40	16869733	2
2018-11-23 13:04:23.43	SHARE	SNN	REGS	8.980000	321	16869734	2
2018-11-23 13:04:23.916	SHARE	TRP	REGS	0.350000	23492	16869735	1
2018-11-23 13:04:23.918	SHARE	TRP	REGS	0.356000	8	16869736	1
2018-11-23 13:04:55.583	SHARE	TEL	REGS	22.800000	44	16869737	2
2018-11-23 13:04:55.585	SHARE	TEL	REGS	22.800000	15	16869738	2
2018-11-23 13:04:55.587	SHARE	TEL	REGS	22.800000	550	16869739	2
2018-11-23 13:04:55.588	SHARE	TEL	REGS	22.800000	30	16869740	2
2018-11-23 13:04:55.589	SHARE	TEL	REGS	22.800000	15	16869741	2
2018-11-23 13:04:55.59	SHARE	TEL	REGS	22.800000	25	16869742	2
2018-11-23 13:04:55.591	SHARE	TEL	REGS	22.800000	15	16869743	2
2018-11-23 13:04:55.592	SHARE	TEL	REGS	22.800000	870	16869744	2
2018-11-23 13:04:55.593	SHARE	TEL	REGS	22.800000	100	16869745	2
2018-11-23 13:04:55.594	SHARE	TEL	REGS	22.800000	601	16869746	2
2018-11-23 13:05:22.374	SHARE-ATS	BNET	XRS1	1.060000	53	16869747	2
2018-11-23 13:05:49.737	SHARE	BRK	REGS	0.075400	50	16869748	1
2018-11-23 13:05:51.937	SHARE	CEON	REGS	0.338000	50	16869749	2
2018-11-23 13:07:02.405	STR-PRD	BKDOWTL57	RGSP	5.900000	40	16869750	1
2018-11-23 13:07:07.796	SHARE	ELMA	REGS	0.138000	33780	16869751	1
2018-11-23 13:07:07.798	SHARE	ELMA	REGS	0.138000	63000	16869752	1
2018-11-23 13:07:07.8	SHARE	ELMA	REGS	0.139000	96160	16869753	1
2018-11-23 13:07:07.801	SHARE	ELMA	REGS	0.139000	37371	16869754	1
2018-11-23 13:07:07.803	SHARE	ELMA	REGS	0.139000	15000	16869755	1
2018-11-23 13:07:07.804	SHARE	ELMA	REGS	0.139000	2000	16869756	1
2018-11-23 13:07:07.805	SHARE	ELMA	REGS	0.139000	300000	16869757	1
2018-11-23 13:07:07.806	SHARE	ELMA	REGS	0.140000	15870	16869758	1
2018-11-23 13:07:07.808	SHARE	ELMA	REGS	0.140000	236819	16869759	1
2018-11-23 13:09:23.603	SHARE	ELMA	REGS	0.140000	63181	16869760	1
2018-11-23 13:09:23.605	SHARE	ELMA	REGS	0.140000	10000	16869761	1
2018-11-23 13:09:57.175	SHARE	ELMA	REGS	0.142000	5000	16869762	1
2018-11-23 13:10:20.524	SHARE	IMP	REGS	0.950000	6906	16869763	2
2018-11-23 13:11:06.911	SHARE	TLV	REGS	2.330000	2000	16869764	1
2018-11-23 13:11:36.624	SHARE	SNN	REGS	9.000000	30	16869765	1
2018-11-23 13:12:01.835	SHARE	SNN	REGS	9.000000	100	16869766	1
2018-11-23 13:12:18.726	SHARE	BIO	REGS	0.323000	50	16869767	2
2018-11-23 13:12:48.669	SHARE	FP	REGS	0.937000	1000	16869768	2
2018-11-23 13:12:49.321	SHARE	FP	REGS	0.937000	299000	16869769	1
2018-11-23 13:13:12.555	SHARE	COMI	REGS	0.015500	2500	16869770	1
2018-11-23 13:14:12.931	SHARE	PREH	REGS	0.800000	65	16869771	1
2018-11-23 13:14:12.933	SHARE	PREH	REGS	0.845000	5	16869772	1
2018-11-23 13:14:47.677	SHARE	TLV	REGS	2.330000	1690	16869773	1
2018-11-23 13:17:42.181	SHARE	SIF3	REGS	0.200000	164	16869774	1
2018-11-23 13:18:17.996	SHARE	SNP	REGS	0.362500	240	16869775	1
2018-11-23 13:19:22.075	STR-PRD	EBWTITS22	RGSP	12.280000	195	16869776	2
2018-11-23 13:20:04.538	STR-PRD	BKDOWTL59	RGSP	3.480000	1000	16869777	1
2018-11-23 13:20:08.064	SHARE	CMP	REGS	0.910000	599	16869778	1
2018-11-23 13:20:08.065	SHARE	CMP	REGS	0.910000	1000	16869779	1
2018-11-23 13:20:11.453	SHARE	TEL	REGS	22.850000	1	16869780	1
2018-11-23 13:20:47.523	SHARE	SNP	REGS	0.362000	75000	16869781	2
2018-11-23 13:20:58.42	SHARE	SNP	REGS	0.362000	75000	16869782	2
2018-11-23 13:21:16.383	SHARE	TLV	REGS	2.330000	67	16869783	1
2018-11-23 13:22:08.512	SHARE	SNN	REGS	9.000000	657	16869784	1
2018-11-23 13:22:08.514	SHARE	SNN	REGS	9.000000	343	16869785	1
2018-11-23 13:22:29.003	SHARE	SCD	REGS	3.480000	20	16869786	2
2018-11-23 13:23:25.099	SHARE	OIL	REGS	0.149000	448	16869787	1
2018-11-23 13:23:58.58	SHARE	CEON	REGS	0.338000	3000	16869788	2
2018-11-23 13:24:48.609	SHARE-ATS	MAMA	XRS1	1.490000	100	16869789	1
2018-11-23 13:25:16.099	SHARE	CEON	REGS	0.338000	9400	16869790	2
2018-11-23 13:25:16.424	SHARE	SIF4	REGS	0.596000	1300	16869791	2
2018-11-23 13:26:09.164	SHARE	SNP	REGS	0.362000	23000	16869792	2
2018-11-23 13:26:59.871	SHARE	CMP	REGS	0.910000	7217	16869793	2
2018-11-23 13:27:08.73	SHARE	FP	REGS	0.937000	1000	16869794	2
2018-11-23 13:27:08.731	SHARE	FP	REGS	0.937000	90582	16869795	2
2018-11-23 13:27:51.422	SHARE	SIF4	REGS	0.596000	3000	16869796	2
2018-11-23 13:28:17.078	SHARE	TLV	REGS	2.330000	50000	16869797	1
2018-11-23 13:28:20.316	SHARE	EFO	REGS	0.087400	5000	16869798	2
2018-11-23 13:28:20.319	SHARE	EFO	REGS	0.087000	29000	16869799	2
2018-11-23 13:28:20.32	SHARE	EFO	REGS	0.087000	15000	16869800	2
2018-11-23 13:28:20.321	SHARE	EFO	REGS	0.087000	25000	16869801	2
2018-11-23 13:28:20.322	SHARE	EFO	REGS	0.087000	16000	16869802	2
2018-11-23 13:28:30.473	SHARE	BVB	REGS	22.600000	100	16869803	2
2018-11-23 13:29:12.183	SHARE	SIF3	REGS	0.199800	10000	16869804	2
2018-11-23 13:29:53.922	SHARE	SIF5	REGS	2.065000	1925	16869805	2
2018-11-23 13:30:48.717	SHARE	WINE	REGS	18.000000	48	16869806	2
2018-11-23 13:31:25.22	SHARE	TLV	REGS	2.330000	50000	16869807	1
2018-11-23 13:32:01.347	SHARE	TBK	REGS	11.450000	32	16869808	2
2018-11-23 13:32:01.349	SHARE	TBK	REGS	11.400000	160	16869809	2
2018-11-23 13:32:07.75	SHARE	PBK	REGS	0.088000	3000	16869810	2
2018-11-23 13:32:07.752	SHARE	PBK	REGS	0.088000	117000	16869811	2
2018-11-23 13:32:23.557	SHARE	SNP	REGS	0.362500	25	16869812	1
2018-11-23 13:33:03.727	SHARE	TBK	REGS	11.850000	35	16869813	1
2018-11-23 13:33:03.73	SHARE	TBK	REGS	11.900000	5	16869814	1
2018-11-23 13:34:38.196	SHARE	TLV	REGS	2.330000	134	16869815	1
2018-11-23 13:34:58.044	SHARE	CMP	REGS	0.910000	1184	16869816	2
2018-11-23 13:35:13.275	SHARE	FP	REGS	0.937000	8418	16869817	1
2018-11-23 13:35:27.541	SHARE	COTE	REGS	85.300000	20	16869818	2
2018-11-23 13:35:48.649	SHARE	SNN	REGS	9.000000	20	16869819	1
2018-11-23 13:36:12.305	SHARE-INT	DBK	XRSI	38.835000	25	16869820	1
2018-11-23 13:36:15.418	SHARE	M	REGS	26.700000	60	16869821	2
2018-11-23 13:36:41.448	SHARE	CMP	REGS	0.900000	816	16869822	2
2018-11-23 13:36:57.687	SHARE	BRD	REGS	13.420000	40	16869823	2
2018-11-23 13:36:57.69	SHARE	BRD	REGS	13.400000	160	16869824	2
2018-11-23 13:38:33.103	SHARE	SNP	REGS	0.363500	265	16869825	1
2018-11-23 13:38:57.747	SHARE	SIF2	REGS	1.270000	1950	16869826	2
2018-11-23 13:39:11.256	SHARE	TBM	REGS	0.242500	10000	16869827	1
2018-11-23 13:39:31.578	SHARE	EFO	REGS	0.087000	30000	16869828	2
2018-11-23 13:40:49.327	SHARE	EFO	REGS	0.087000	2500	16869829	2
2018-11-23 13:41:04.428	STR-PRD	BKDOWTL57	RGSP	5.920000	310	16869830	1
2018-11-23 13:41:34.212	STR-PRD	BKDBKTL2	RGSP	0.860000	3000	16869831	1
2018-11-23 13:41:57.952	SHARE-INT	EBS	REGS	162.300000	19	16869832	1
2018-11-23 13:42:26.78	SHARE	FP	REGS	0.937000	91582	16869833	2
2018-11-23 13:42:39.757	STR-PRD	BKDOWTL57	RGSP	5.900000	20	16869834	1
2018-11-23 13:43:22.217	SHARE	FP	REGS	0.937000	8418	16869835	1
2018-11-23 13:43:23.986	SHARE	EFO	REGS	0.088000	2000	16869836	1
2018-11-23 13:44:01.6	SHARE	SNG	REGS	35.300000	573	16869837	1
2018-11-23 13:44:01.601	SHARE	SNG	REGS	35.300000	427	16869838	1
2018-11-23 13:44:14.202	SHARE-ATS	TSLA	XRS1	0.025000	4300	16869839	2
2018-11-23 13:45:10.056	SHARE	TLV	REGS	2.330000	2000	16869840	1
2018-11-23 13:45:31.351	SHARE	ELMA	REGS	0.140000	32800	16869841	1
2018-11-23 13:45:42.445	SHARE-INT	EBS	REGS	162.300000	400	16869842	1
2018-11-23 13:45:51.031	STR-PRD	BKDOWTL59	RGSP	3.380000	4000	16869843	2
2018-11-23 13:46:13.771	SHARE	TGN	REGS	352.500000	5	16869844	2
2018-11-23 13:46:24.863	SHARE	TLV	REGS	2.330000	49375	16869845	1
2018-11-23 13:46:28.769	STR-PRD	EBDAXTL52	RGSP	17.300000	20	16869846	2
2018-11-23 13:47:12.666	SHARE	ROCE	REGS	0.128000	1000	16869847	2
2018-11-23 13:47:12.668	SHARE	ROCE	REGS	0.128000	3000	16869848	2
2018-11-23 13:47:12.67	SHARE	ROCE	REGS	0.127000	5500	16869849	2
2018-11-23 13:47:12.671	SHARE	ROCE	REGS	0.127000	5000	16869850	2
2018-11-23 13:47:12.672	SHARE	ROCE	REGS	0.127000	36169	16869851	2
2018-11-23 13:47:12.674	SHARE	ROCE	REGS	0.126500	20000	16869852	2
2018-11-23 13:47:12.675	SHARE	ROCE	REGS	0.126000	26500	16869853	2
2018-11-23 13:47:12.676	SHARE	ROCE	REGS	0.126000	2831	16869854	2
2018-11-23 13:47:14.884	SHARE	SNG	REGS	35.200000	18	16869855	2
2018-11-23 13:47:25.316	SHARE	ELMA	REGS	0.140000	13400	16869856	2
2018-11-23 13:47:42.908	STR-PRD	BKDOWTL57	RGSP	5.910000	2030	16869857	1
2018-11-23 13:48:19.619	SHARE	SNN	REGS	9.000000	210	16869858	1
2018-11-23 13:48:21.571	SHARE	RCHI	XRS1	0.170000	62701	16869859	1
2018-11-23 13:48:21.573	SHARE	RCHI	XRS1	0.170000	2299	16869860	1
2018-11-23 13:48:28.933	STR-PRD	BKDOWTL57	RGSP	5.920000	120	16869861	2
2018-11-23 13:48:43.619	SHARE	TLV	REGS	2.330000	5625	16869862	2
2018-11-23 13:48:43.621	SHARE	TLV	REGS	2.330000	1699	16869863	2
2018-11-23 13:48:43.622	SHARE	TLV	REGS	2.330000	492676	16869864	2
2018-11-23 13:49:05.298	SHARE	TLV	REGS	2.330000	7324	16869865	2
2018-11-23 13:49:15.033	SHARE	ALU	REGS	0.700000	500	16869866	2
2018-11-23 13:49:15.035	SHARE	ALU	REGS	0.700000	1000	16869867	2
2018-11-23 13:49:15.037	SHARE	ALU	REGS	0.700000	4000	16869868	2
2018-11-23 13:49:15.038	SHARE	ALU	REGS	0.700000	450	16869869	2
2018-11-23 13:49:15.039	SHARE	ALU	REGS	0.700000	50	16869870	2
2018-11-23 13:50:00.837	SHARE-ATS	CHOB	XRS1	1.730000	1	16869871	2
2018-11-23 13:50:21.042	SHARE	RCHI	XRS1	0.170000	65000	16869872	1
2018-11-23 13:50:36.26	SHARE	ALU	REGS	0.700000	162	16869873	2
2018-11-23 13:52:41.611	BOND	SBG20	XRB	104.000000	125	16869874	2
2018-11-23 13:54:05.214	SHARE	IMP	REGS	0.940000	20000	16869875	2
2018-11-23 13:54:24.211	BOND	IIB20	ORDB	100.000000	14	16869876	2
2018-11-23 13:54:35.497	STR-PRD	EBDBKTL9	RGSP	0.640000	1000	16869877	2
2018-11-23 13:56:03.003	SHARE-INT	EBS	REGS	162.100000	27	16869878	1
2018-11-23 13:56:09.596	SHARE	SIF5	REGS	2.065000	746	16869879	2
2018-11-23 13:56:09.597	SHARE	SIF5	REGS	2.065000	1254	16869880	2
2018-11-23 13:56:27.823	STR-PRD	BKDOWTL57	RGSP	5.870000	1000	16869881	1
2018-11-23 13:56:32.236	STR-PRD	EBDAXTL52	RGSP	17.300000	30	16869882	2
2018-11-23 14:00:53.761	SHARE	ELMA	REGS	0.141000	63840	16869883	1
2018-11-23 14:01:11.443	STR-PRD	BKDOWTS56	RGSP	13.200000	1050	16869884	2
2018-11-23 14:01:19.569	SHARE	SNP	REGS	0.362500	1200	16869885	2
2018-11-23 14:01:21.909	SHARE	ELJ	REGS	0.140000	1300	16869886	1
2018-11-23 14:02:04.135	SHARE	ALR	REGS	3.460000	140	16869887	1
2018-11-23 14:02:04.137	SHARE	ALR	REGS	3.460000	150	16869888	1
2018-11-23 14:02:22.689	SHARE	CEON	REGS	0.332000	2000	16869889	2
2018-11-23 14:02:55.511	SHARE	ALR	REGS	3.460000	500	16869890	2
2018-11-23 14:03:22.547	SHARE	ELMA	REGS	0.142000	5000	16869891	1
2018-11-23 14:04:06.8	SHARE	SIF3	REGS	0.200000	500	16869892	2
2018-11-23 14:04:06.802	SHARE	SIF3	REGS	0.200000	500	16869893	2
2018-11-23 14:04:42.889	SHARE	SIF4	REGS	0.596000	194	16869894	2
2018-11-23 14:05:05.247	STR-PRD	EBDAXTL52	RGSP	17.100000	120	16869895	2
2018-11-23 14:05:16.402	STR-PRD	BKDOWTL57	RGSP	5.890000	10	16869896	1
2018-11-23 14:05:34.119	SHARE	ELMA	REGS	0.142000	4000	16869897	1
2018-11-23 14:05:34.121	SHARE	ELMA	REGS	0.142000	5900	16869898	1
2018-11-23 14:05:34.122	SHARE	ELMA	REGS	0.142000	60000	16869899	1
2018-11-23 14:05:34.124	SHARE	ELMA	REGS	0.142000	5000	16869900	1
2018-11-23 14:05:34.125	SHARE	ELMA	REGS	0.142000	18000	16869901	1
2018-11-23 14:05:37.659	STR-PRD	EBDAXTL52	RGSP	17.000000	10	16869902	1
2018-11-23 14:06:02.809	STR-PRD	EBDAXTL52	RGSP	16.900000	10	16869903	1
2018-11-23 14:06:15.71	SHARE	TLV	REGS	2.330000	56	16869904	1
2018-11-23 14:07:15.612	STR-PRD	EBDAXTL52	RGSP	16.400000	10	16869905	1
2018-11-23 14:07:23.101	SHARE	SNP	REGS	0.362500	8000	16869906	2
2018-11-23 14:07:33.897	STR-PRD	EBDAXTL52	RGSP	16.400000	20	16869907	1
2018-11-23 14:08:06.325	STR-PRD	EBDAXTL52	RGSP	16.400000	55	16869908	1
2018-11-23 14:08:25.412	SHARE	SNP	REGS	0.362500	5000	16869909	2
2018-11-23 14:08:38.963	SHARE	PBK	REGS	0.088000	4226	16869910	2
2018-11-23 14:08:53.742	SHARE	SNP	REGS	0.362500	5000	16869911	2
2018-11-23 14:10:39.329	SHARE-INT	DBK	XRSI	38.750000	241	16869912	1
2018-11-23 14:11:20.297	SHARE	SNP	REGS	0.362500	5000	16869913	2
2018-11-23 14:11:42.511	SHARE-INT	DBK	XRSI	38.640000	10	16869914	2
2018-11-23 14:11:45.484	SHARE	SNP	REGS	0.362500	5000	16869915	2
2018-11-23 14:11:54.399	SHARE-INT	DBK	XRSI	38.620000	2	16869916	2
2018-11-23 14:11:54.401	SHARE-INT	DBK	XRSI	38.620000	400	16869917	2
2018-11-23 14:11:54.402	SHARE-INT	DBK	XRSI	38.600000	200	16869918	2
2018-11-23 14:11:54.404	SHARE-INT	DBK	XRSI	38.600000	388	16869919	2
2018-11-23 14:12:05.731	SHARE-INT	DBK	XRSI	38.600000	112	16869920	2
2018-11-23 14:12:05.733	SHARE-INT	DBK	XRSI	38.600000	100	16869921	2
2018-11-23 14:12:22.262	SHARE	SNG	REGS	35.300000	10	16869922	1
2018-11-23 14:12:27.727	SHARE	ALU	REGS	0.695000	1000	16869923	2
2018-11-23 14:12:27.729	SHARE	ALU	REGS	0.695000	525	16869924	2
2018-11-23 14:12:27.731	SHARE	ALU	REGS	0.695000	10000	16869925	2
2018-11-23 14:12:27.732	SHARE	ALU	REGS	0.695000	475	16869926	2
2018-11-23 14:12:48.217	STR-PRD	EBDAXTL52	RGSP	16.600000	30	16869927	1
2018-11-23 14:13:04.251	STR-PRD	EBDAXTL52	RGSP	16.500000	10	16869928	2
2018-11-23 14:13:25.514	SHARE	BRD	REGS	13.460000	50	16869929	1
2018-11-23 14:13:55.721	STR-PRD	EBDAXTL52	RGSP	16.800000	50	16869930	1
2018-11-23 14:14:08.245	SHARE	FP	REGS	0.938000	900	16869931	1
2018-11-23 14:14:52.574	STR-PRD	EBDAXTL52	RGSP	16.800000	410	16869932	1
2018-11-23 14:15:18.207	SHARE	SNP	REGS	0.364000	1000	16869933	1
2018-11-23 14:16:38.245	SHARE	SIF1	REGS	2.260000	6	16869934	2
2018-11-23 14:17:07.944	SHARE	SIF2	REGS	1.270000	10	16869935	2
2018-11-23 14:17:49.881	SHARE-ATS	TSLA	XRS1	0.026500	1300	16869936	1
2018-11-23 14:21:13.379	SHARE	IMP	REGS	0.948000	20	16869937	1
2018-11-23 14:21:33.158	SHARE	PRSN	XRS1	0.076000	30000	16869938	1
2018-11-23 14:21:37.587	SHARE	CEON	REGS	0.338000	100	16869939	1
2018-11-23 14:22:32.33	STR-PRD	EBDAXTL52	RGSP	16.700000	26	16869940	2
2018-11-23 14:22:54.608	SHARE-ATS	BNET	XRS1	1.060000	447	16869941	2
2018-11-23 14:23:46.543	SHARE	BIO	REGS	0.326000	190	16869942	1
2018-11-23 14:23:46.546	SHARE	BIO	REGS	0.328000	2500	16869943	1
2018-11-23 14:24:57.88	SHARE	SIF5	REGS	2.065000	5000	16869944	2
2018-11-23 14:25:04.635	SHARE	TLV	REGS	2.330000	1012	16869945	1
2018-11-23 14:25:43.55	SHARE	UARG	XRS1	1.630000	311	16869946	2
2018-11-23 14:26:29.52	SHARE	TLV	REGS	2.330000	127	16869947	1
2018-11-23 14:26:39.541	SHARE	ALR	REGS	3.470000	110	16869948	1
2018-11-23 14:26:39.543	SHARE	ALR	REGS	3.470000	175	16869949	1
2018-11-23 14:26:39.545	SHARE	ALR	REGS	3.470000	500	16869950	1
2018-11-23 14:26:39.546	SHARE	ALR	REGS	3.470000	1000	16869951	1
2018-11-23 14:26:39.547	SHARE	ALR	REGS	3.470000	3102	16869952	1
2018-11-23 14:26:39.548	SHARE	ALR	REGS	3.470000	150	16869953	1
2018-11-23 14:26:39.55	SHARE	ALR	REGS	3.480000	300	16869954	1
2018-11-23 14:26:39.551	SHARE	ALR	REGS	3.480000	663	16869955	1
2018-11-23 14:27:09.05	SHARE-ATS	UNIT	XRS1	24.000000	25	16869956	1
2018-11-23 14:27:09.538	SHARE	FP	REGS	0.938000	6400	16869957	1
2018-11-23 14:27:09.539	SHARE	FP	REGS	0.938000	7300	16869958	1
2018-11-23 14:27:09.54	SHARE	FP	REGS	0.938000	30000	16869959	1
2018-11-23 14:27:09.542	SHARE	FP	REGS	0.938000	30000	16869960	1
2018-11-23 14:27:09.543	SHARE	FP	REGS	0.938000	82598	16869961	1
2018-11-23 14:27:47.754	SHARE	BRD	REGS	13.440000	336	16869962	2
2018-11-23 14:28:05.112	SHARE	ALR	REGS	3.480000	1337	16869963	1
2018-11-23 14:28:05.113	SHARE	ALR	REGS	3.480000	500	16869964	1
2018-11-23 14:28:05.115	SHARE	ALR	REGS	3.480000	2500	16869965	1
2018-11-23 14:28:05.117	SHARE	ALR	REGS	3.490000	125	16869966	1
2018-11-23 14:28:05.119	SHARE	ALR	REGS	3.490000	538	16869967	1
2018-11-23 14:28:09.468	SHARE	BRD	REGS	13.440000	859	16869968	2
2018-11-23 14:28:16.249	SHARE	SNP	REGS	0.362500	775	16869969	2
2018-11-23 14:28:16.251	SHARE	SNP	REGS	0.362500	30000	16869970	2
2018-11-23 14:28:16.253	SHARE	SNP	REGS	0.362000	27000	16869971	2
2018-11-23 14:28:16.255	SHARE	SNP	REGS	0.362000	6858	16869972	2
2018-11-23 14:29:16.136	SHARE	SNG	REGS	35.300000	63	16869973	1
2018-11-23 14:30:35.512	SHARE	SIF5	REGS	2.065000	5000	16869974	2
2018-11-23 14:31:08.859	SHARE	ELMA	REGS	0.144000	2535	16869975	1
2018-11-23 14:31:08.861	SHARE	ELMA	REGS	0.144000	2465	16869976	1
2018-11-23 14:31:33.537	SHARE	ELMA	REGS	0.144000	5000	16869977	1
2018-11-23 14:31:41.163	STR-PRD	BKDOWTS56	RGSP	13.100000	60	16869978	1
2018-11-23 14:34:32.956	SHARE-INT	EBS	REGS	161.800000	3	16869979	2
